Process Time [min],Average emission wavelength [nm],Integral,Max emission wavelength [nm],diff_AEW_raw,diff_AEW_sgol,diff_AEW_loess,AEW_adapted,dAEW_adapted
0.783333,336.606064480769,165271.407,326.5,2.172075528436251,2.049658880820937,2.107897787250803,336.606064480769,0.0
2.36667,336.5487456882529,163348.055,325,2.172075528436251,2.049658880820937,2.107897787250803,336.5487456882529,-0.057318792516127814
3.93333,336.5019557098809,161432.3,326,1.7919642438809638,1.9673225994060277,1.9816354290088638,336.5019557098809,-0.10410877088810366
5.5,336.4477948428594,159838.6325,325,2.0742415577560362,1.7395198480506386,1.8402858619377305,336.4477948428594,-0.1582696379095978
7.08333,336.4108495662774,158221.255,326,1.4000344810748047,1.5164889257072303,1.6939964386843256,336.4108495662774,-0.19521491449160067
8.65,336.3664333574592,156568.7015,325.5,1.7010426759266664,1.3103911750775075,1.4361384094958507,336.3664333574592,-0.2396311233098345
10.2333,336.3360375490426,155086.4165,325.5,1.1518654108476842,1.1466646533173652,1.175200497108702,336.3360375490426,-0.2700269317264201
11.8,336.315137582917,153757.6235,324.5,0.8004072046579064,1.0605753615022846,1.0685436879285,336.315137582917,-0.29092689785204584
13.3667,336.2831661668068,152354.009,324,1.2244111614295896,1.029298864716493,1.0328892437008519,336.2831661668068,-0.32289831396224145
14.9333,336.2530350766681,151076.42,324.5,1.1540057502372858,1.0418217801722143,1.070303082880499,336.2530350766681,-0.35302940410093697
16.5,336.2303424688172,149912.2385,324.5,0.8690601079044943,1.0247416414015518,1.0446648524413136,336.2303424688172,-0.3757220119518365
18.1,336.2027802278192,148673.902,324.5,1.0335840374253278,0.9440453464262031,0.9783272644889922,336.2027802278192,-0.40328425294984527
19.6667,336.1765415195167,147695.503,324,1.0048653208319833,0.8385234678999421,0.9151385869957696,336.1765415195167,-0.42952296125230305
21.25,336.1569584255511,146702.867,325,0.7421118157870306,0.7321985608938042,0.8022594828158198,336.1569584255511,-0.4491060552178965
22.8167,336.1407333715655,145816.454,323.5,0.6213718255812565,0.6783704535015612,0.6558158493579356,336.1407333715655,-0.4653311092035324
24.4,336.1226768405775,144877.421,322.5,0.6842618955837525,0.6452957419583635,0.6258553569687653,336.1226768405775,-0.48338764019149494
25.9667,336.1085003588326,144044.1535,324.5,0.5429175366665863,0.6362545203141332,0.6714590051926526,336.1085003588326,-0.49756412193642063
27.55,336.0856112703772,143129.47,323,0.8673942445034573,0.6585873259622687,0.6623443150835697,336.0856112703772,-0.5204532103917927
29.1167,336.0716934679034,142387.5085,322.5,0.5330108817448308,0.6921401055633056,0.6782757989349939,336.0716934679034,-0.5343710128656198
30.7,336.055142503402,141634.1035,325,0.6272076486348004,0.6533343983583733,0.6492769613150484,336.055142503402,-0.5509219773670111
32.2667,336.0345950104867,140959.2545,323.5,0.7869085178509287,0.5822298316092673,0.616519495821449,336.0345950104867,-0.5714694702822953
33.85,336.0244510977337,140266.879,324,0.3844089971471414,0.5085113643736149,0.6046538758532378,336.0244510977337,-0.5816133830353465
35.4333,336.0066170577705,139554.883,323.5,0.6758304792467879,0.45411564969231505,0.4780010241553292,336.0066170577705,-0.5994474229985371
37,335.997617319449,139062.751,322.5,0.3446634960684125,0.463462884869717,0.39784278653760907,335.997617319449,-0.6084471613200435
38.5667,335.9905603268551,138497.904,323,0.2702620512122008,0.44246882830160833,0.41383598165466395,335.9905603268551,-0.6155041539139461
40.15,335.9754463998756,137897.8095,322.5,0.5727503434407368,0.4306569192543923,0.46422811943129183,335.9754463998756,-0.6306180808934414
41.7333,335.9599228567076,137317.3915,323,0.5882729679025273,0.45967546989944424,0.5216544066620443,335.9599228567076,-0.6461416240614426
43.3167,335.9504133565977,136838.7555,323,0.36034483174903764,0.4303178612033176,0.44379986137156324,335.9504133565977,-0.6556511241712997
44.8833,335.9396378134689,136322.8615,322.5,0.41269793676099714,0.42221360897411275,0.3528945191979673,335.9396378134689,-0.6664266673001293
46.45,335.9332724284183,135855.1765,324,0.24377551735130948,0.3875642868524762,0.39784760377637296,335.9332724284183,-0.6727920523507009
48.0333,335.9185782159159,135416.7805,322.5,0.5568450389351574,0.3693784798328725,0.4005738101615428,335.9185782159159,-0.6874862648531348
49.6167,335.9070893022431,134980.796,322,0.43535102966246375,0.3345806418310174,0.37285698989182947,335.9070893022431,-0.6989751785259273
51.1833,335.9055545286004,134569.4145,322.5,0.05878106636057978,0.3029550809271812,0.33802191406043836,335.9055545286004,-0.700509952168602
52.7667,335.8910433546582,134110.4025,323,0.5498739652215366,0.25077118239611246,0.25770421919150266,335.8910433546582,-0.7150211261107984
54.35,335.8877267570052,133767.0845,323.5,0.12568424125549876,0.23897424786405,0.22716790661625197,335.8877267570052,-0.7183377237637956
55.9167,335.8836237034038,133386.5645,323,0.15713487973694018,0.2956814172508425,0.23874767433938615,335.8836237034038,-0.7224407773651933
57.5,335.8758514202907,133027.6605,323,0.294534823967416,0.3168296691993868,0.2876577101130403,335.8758514202907,-0.7302130604783201
59.0833,335.8615562858274,132695.7545,323,0.5417217632772817,0.3146329228710762,0.3657005440716148,335.8615562858274,-0.7445081949416021
60.6667,335.857564109167,132279.165,322,0.15127611445259073,0.30279375673213144,0.3717070897037331,335.857564109167,-0.748500371602006
