Process Time [min],Average emission wavelength [nm],Integral,Max emission wavelength [nm],diff_AEW_raw,diff_AEW_sgol,diff_AEW_loess,AEW_adapted,dAEW_adapted
1.18333,336.5321508929467,104993.971,326,3.33945439857026,2.7759907011463865,3.1986442129019093,336.5321508929467,0.0
2.75,336.4449538425699,103448.6435,324.5,3.33945439857026,2.7759907011463865,3.1986442129019093,336.4449538425699,-0.08719705037680114
4.31667,336.390241773793,102014.7135,324,2.095351367303662,2.3724875179889344,2.4776400705486674,336.390241773793,-0.14190911915369497
5.9,336.3320533088739,100878.756,325,2.205041207545702,1.894292229674314,1.9259450217967071,336.3320533088739,-0.20009758407275058
7.48333,336.288035207806,99755.305,325.5,1.6680578679593239,1.5065630636579557,1.5895924710707092,336.288035207806,-0.2441156851406845
9.06667,336.2621315419008,98777.3155,324.5,0.9816084696336236,1.2574422197680084,1.41946084672982,336.2621315419008,-0.2700193510458462
10.65,336.2166334250486,97890.644,325.5,1.7241427947008938,1.1709831672776454,1.2398039274669155,336.2166334250486,-0.31551746789807567
12.2333,336.1899176322912,97168.319,324,1.0124092499483195,1.1562877859463088,1.2137840375132496,336.1899176322912,-0.3422332606554619
13.8167,336.163364409881,96485.1445,325,1.006185009859807,1.088000517712382,1.1039935084291013,336.163364409881,-0.3687864830656622
15.3833,336.1314288621378,95819.39450000001,325,1.2231155780626901,1.030871727314267,0.9782677197940437,336.1314288621378,-0.400722030808879
16.9667,336.1112983575524,95410.3555,324,0.7628080555279076,0.8475274972746741,1.014366203205614,336.1112983575524,-0.4208525353942605
18.55,336.0859940972919,94914.72150000001,322.5,0.9589184713129949,0.6870603181330054,0.8626844156697313,336.0859940972919,-0.4461567956547583
20.1167,336.0618172093619,94494.71650000001,325,0.9259036674548521,0.7107342018721253,0.6400083789016193,336.0618172093619,-0.47033368358478356
21.7,336.0611374954387,94176.14349999999,323,0.02575812252402728,0.5678298136973804,0.5039168842807342,336.0611374954387,-0.47101339750798843
23.2833,336.042584335324,93784.5535,324.5,0.7030819218592899,0.4799135668058443,0.48787560713635614,336.042584335324,-0.489566557622652
24.8667,336.0254540202824,93578.014,325,0.6491214490958934,0.4581180165508762,0.7127096602258902,336.0254540202824,-0.5066968726642926
26.4333,336.0047835129823,93218.078,323.5,0.7916701378802571,0.5306269561460226,0.5303641247916477,336.0047835129823,-0.5273673799643461
28,335.9940839018895,93039.9605,324,0.40976362135056293,0.7504113839843781,0.4550148961011047,335.9940839018895,-0.5380669910571783
29.16667,336.3437081875229,158812.8245,325.5,0.0,1.2945766683571904,0.6603041692666451,335.9940839018895,-0.5380669910571783
30.75,336.2951732305804,158127.2215,326.5,1.8392232930275996,1.1128584387667089,1.0895145888086546,335.945548944947,-0.586601947999668
32.333330000000004,336.2641112946174,157399.8985,325,1.1770863672011311,1.213940002243369,1.4548762506061337,335.914487008984,-0.6176638839626776
33.916669999999996,336.2294550173449,156510.3105,324.5,1.3132849775481452,1.1629991416150856,1.2539263503099534,335.8798307317115,-0.6523201612351954
35.48333,336.2034014217688,155881.309,323.5,0.9978015233470773,0.9826152158534728,0.9451661084525149,335.85377713613536,-0.6783737568113111
