Process Time [min],Average emission wavelength [nm],Integral,#Empty,diff_AEW_raw,diff_AEW_sgol,diff_AEW_loess,AEW_adapted,dAEW_adapted
0.8,336.5589600379989,171999.421,,3.07349592052671,2.583314715341078,2.9603030960046626,336.5589600379989,0.0
2.36667,336.4787074737687,171061.807,,3.07349592052671,2.583314715341078,2.9603030960046626,336.4787074737687,-0.080252564230193
3.93333,336.4248858371963,168667.336,,2.0612629379328866,2.2872997211915815,2.3659068580700295,336.4248858371963,-0.1340742008025586
5.5,336.3675774419796,166312.7455,,2.19478493428842,1.919166015661644,1.9297411096272752,336.3675774419796,-0.19138259601925256
7.08333,336.3278290017226,164305.8985,,1.5062598544976151,1.6521671649678351,1.6714843294918884,336.3278290017226,-0.23113103627628107
8.66667,336.2855595131264,162455.6385,,1.601784402448699,1.4554836939259412,1.5587869086821438,336.2855595131264,-0.2734005248724998
10.2333,336.2481515459444,160609.019,,1.4326790824377695,1.4031667293639065,1.4985999096574865,336.2481515459444,-0.3108084920544911
11.8167,336.2053898811052,158975.6615,,1.6203738097457514,1.2900934169327412,1.4296988253364957,336.2053898811052,-0.35357015689368154
13.4,336.176926310258,157594.9255,,1.0786422350980738,1.1480636306717813,1.2167716982431926,336.176926310258,-0.3820337277408612
14.9833,336.1470388558226,156146.278,,1.1326010649437817,1.0696727911569903,1.0261787926099881,336.1470388558226,-0.41192118217628604
16.5667,336.1279535896422,154931.25,,0.7232006889129022,0.9741071492524828,0.9834142745916479,336.1279535896422,-0.43100644835669755
18.1333,336.0943993633051,153709.68,,1.285110162277284,0.9647085806042744,0.9932020448653652,336.0943993633051,-0.4645606746937574
19.7167,336.0715054839844,152592.186,,0.8675210049522843,0.9061482270873062,0.9948592975502937,336.0715054839844,-0.48745455401444815
21.3,336.047522918881,151649.6655,,0.9088321267013678,0.903678940153912,0.912699121226615,336.047522918881,-0.5114371191178861
22.8833,336.0242591968127,150669.273,,0.8815911855602815,0.8065796676618135,0.8172601005775713,336.0242591968127,-0.5347008411861793
24.45,336.0066121529257,149859.8405,,0.6758298546114346,0.7611591322657985,0.7640083499254495,336.0066121529257,-0.5523478850731749
26.0333,335.9853213540642,149066.6505,,0.8068262058301381,0.6648754633502905,0.7287245020007209,335.9853213540642,-0.5736386839346892
27.6167,335.9704377258669,148273.9595,,0.5639874269537839,0.6388867781362474,0.6741592187707148,335.9704377258669,-0.5885223121319996
29.2,335.9480250332837,147511.9525,,0.8493409682237972,0.596576186343512,0.6133785348516279,335.9480250332837,-0.6109350047151452
30.7833,335.9424440558913,146899.511,,0.21149412211504315,0.5642458540381546,0.5595454936806465,335.9424440558913,-0.6165159821075576
32.3667,335.9192959183669,146251.5005,,0.877155647002712,0.5575945490575611,0.530233366716768,335.9192959183669,-0.6396641196319592
33.9333,335.9128532483327,145694.5085,,0.2467510545473913,0.5087612290762256,0.5624194798561355,335.9128532483327,-0.6461067896661916
35.5167,335.8919804036021,145168.236,,0.7909376555742454,0.4623262677824929,0.5099269385033693,335.8919804036021,-0.666979634396796
37.1167,335.8843557988636,144594.9355,,0.285922677691986,0.39802095701280205,0.44261712036809975,335.8843557988636,-0.6746042391352489
38.7,335.8749540182925,144153.2865,,0.3562855013373819,0.3383367560377729,0.35443288757483415,335.8749540182925,-0.6840060197063735
40.2833,335.8639628409124,143742.81,,0.4165165431733449,0.3317216606906645,0.29175314147013154,335.8639628409124,-0.6949971970864794
41.8667,335.8615664752808,143352.863,,0.0908058215827446,0.33561663597815805,0.3337351295416231,335.8615664752808,-0.6973935627180481
43.45,335.8459063391293,142938.387,,0.5934492320426715,0.3286889195144118,0.32987698413845656,335.8459063391293,-0.7130536988696008
45.0333,335.8401937799678,142514.259,,0.21648048360205438,0.35014779013888137,0.404832568842032,335.8401937799678,-0.718766258031053
46.6167,335.829064016531,142258.729,,0.4217416990082237,0.35137144504859036,0.34109368840496046,335.829064016531,-0.72989602146788
48.2,335.817684228071,141896.157,,0.4312431678131581,0.3297491706633697,0.28907946198580703,335.817684228071,-0.7412758099278562
49.7833,335.8201002468028,141644.3225,,0.0,0.30042657148808927,0.3264768772593747,335.8201002468028,-0.7388597911960915
51.35,335.79974716495,141288.9015,,0.7794631462090129,0.3181688361324851,0.32389175400952297,335.79974716495,-0.7592128730488525
52.95,335.7976349065436,141070.389,,0.07920969024155493,0.2907640919754588,0.3209252881864231,335.7976349065436,-0.761325131455294
54.5167,335.7881101241125,140787.82,,0.36477114052741966,0.2505568537810466,0.25276469832711257,335.7881101241125,-0.7708499138863658
56.0833,335.7872743856184,140595.8385,,0.03200836821592409,0.21296285316009944,0.2419393093007507,335.7872743856184,-0.7716856523804836
57.6833,335.774296332803,140246.2745,,0.48667698057798137,0.1450365569221731,0.18484675333321832,335.774296332803,-0.7846637051958965
59.25,335.7735893475901,140159.766,,0.027075453356763552,0.11134790658419946,0.11731310260618244,335.7735893475901,-0.7853706904087971
60.8333,335.778652540921,139865.618,,0.0,0.11840579201447514,0.09811511439836806,335.778652540921,-0.7803074970778994
62.4333,335.7646478062543,139666.9895,,0.5251775500006739,0.10219281093708445,0.0822624598255075,335.7646478062543,-0.7943122317445841
64,335.7681216203561,139601.0955,,0.0,0.12904859464564675,0.16232519247233057,335.7681216203561,-0.7908384176427603
65.6,335.7629502716085,139479.6965,,0.1939255780364139,0.128871040435419,0.12234236596000159,335.7629502716085,-0.796009766390398
67.1667,335.7577249955119,139301.0355,,0.20011269917225905,0.17497947058903354,0.1343097953727117,335.7577249955119,-0.801235042486951
68.75,335.7563835196495,139313.488,,0.05083594501732459,0.17306254664004522,0.18029818558455446,335.7563835196495,-0.8025765183493832
70.3333,335.7479598779644,139159.894,,0.3192184052970139,0.15235791782325525,0.14117038335241716,335.7479598779644,-0.8110001600344958
71.9167,335.7484083201679,139174.4285,,0.0,0.15280803540290164,0.17902026595324116,335.7484083201679,-0.8105517178309469
73.5,335.7413519327679,138960.1305,,0.2674055731715287,0.1002197981890661,0.16209416889088857,335.7413519327679,-0.8176081052309883
75.0833,335.7365253516414,138817.9165,,0.18290587228604543,0.13046561060779574,0.08514648085812127,335.7365253516414,-0.8224346863574965
76.6667,335.7392553742676,138809.8265,,0.0,0.0968095605299214,0.06651588693975441,335.7392553742676,-0.8197046637312724
78.2667,335.7376200635401,138677.241,,0.061324152282082996,0.07495900833462979,0.09466473212497561,335.7376200635401,-0.8213399744587946
79.8333,335.7283407889406,138724.871,,0.35539159706872336,0.10904492094482178,0.1656743217349117,335.7283407889406,-0.8306192490582589
81.4333,335.7270231083097,138455.512,,0.049413023658928204,0.1290035549448501,0.12080544656500058,335.7270231083097,-0.8319369296891637
83.0167,335.7250358891383,138424.2525,,0.07530197693759037,0.19844144572559086,0.07164809442951992,335.7250358891383,-0.8339241488605467
84.6333,335.726719878245,138238.779,,0.0,0.1815251538090979,0.17190292930307294,335.726719878245,-0.8322401597538942
86.2167,335.7105251016341,138304.975,,0.6136709591079795,0.13280407450643725,0.24028717481627382,335.7105251016341,-0.8484349363647539
87.8,335.7087442140979,138065.9475,,0.06748768532303376,0.12450376775115003,0.2152356415710983,335.7087442140979,-0.8502158239009532
89.3833,335.7089821755275,138001.921,,0.0,0.09688111377718492,0.05431669400041983,335.7089821755275,-0.8499778624713485
90.9667,335.7065133199806,137697.1595,,0.09355269219054005,0.07463417531342756,0.0,335.7065133199806,-0.8524467180182569
92.55,335.7098868449974,137544.04,,0.0,0.07374658461194139,0.09868968619823093,335.7098868449974,-0.849073193001459
94.1333,335.6997764630353,137435.337,,0.38313832989840385,0.12735326368681416,0.1514119974651038,335.6997764630353,-0.8591835749635948
95.7333,335.6953684912959,137277.162,,0.16529894022738775,0.2104665064635029,0.18948316717285252,335.6953684912959,-0.8635915467029918
97.3167,335.6952206906556,137143.8425,,0.005600630551858303,0.17078270288664585,0.16256693698825053,335.6952206906556,-0.8637393473432553
98.9167,335.6868091170554,137034.819,,0.3154340100074628,0.1265247635991998,0.1315705959922182,335.6868091170554,-0.8721509209434544
100.5,335.6872145309829,136943.3565,,0.0,0.06584490527186407,0.14610978328602187,335.6872145309829,-0.8717455070159872
102.1,335.680925163264,136830.209,,0.23585128945740097,0.03094733253274923,0.03991388220153169,335.680925163264,-0.8780348747348512
103.7,335.6851401868534,136687.673,,0.0,0.028575128146091144,0.0,335.6851401868534,-0.8738198511454698
105.283,335.6862650390212,136576.866,,0.0,0.03047166971545798,0.015334049894619284,335.6862650390212,-0.8726949989776926
106.867,335.6790162538096,136478.2475,,0.27457519740806063,0.08744011759623509,0.06776776197271417,335.6790162538096,-0.8799437841892654
108.45,335.6803495862132,136408.825,,0.0,0.13056771362808134,0.1282075506753273,335.6803495862132,-0.8786104517856757
110.05,335.6739182651994,136364.625,,0.24117453801721966,0.15708873670767817,0.13136972606698016,335.6739182651994,-0.8850417727994682
111.633,335.6725783040671,136225.879,,0.05078816673341539,0.15261133474785912,0.17147411206747165,335.6725783040671,-0.8863817339317848
