Process Time [min],Average emission wavelength [nm],Integral,#Empty,diff_AEW_raw,diff_AEW_sgol,diff_AEW_loess,AEW_adapted,dAEW_adapted
0.866667,336.7386081074002,852656.975,,3.5045421165687363,2.6120114681474456,3.3095879385662768,336.7386081074002,0.0
2.6,336.6373657990579,849792.94,,3.5045421165687363,2.6120114681474456,3.3095879385662768,336.6373657990579,-0.1012423083423073
4.31667,336.5906800895116,844679.4849999999,,1.631730369131944,2.171130440772488,2.087085892210448,336.5906800895116,-0.14792801788860288
6.05,336.5467254720876,839600.55,,1.521508913732257,1.5253494130488905,1.377285214227011,336.5467254720876,-0.19188263531259508
7.78333,336.513445582552,833960.95,,1.1519983916140495,1.0510855299657378,1.2905257932343583,336.513445582552,-0.22516252484820143
9.51667,336.4740815125479,829058.4550000001,,1.3625971824593848,0.7729702900868374,1.392997059172803,336.4740815125479,-0.2645265948522706
11.2667,336.4388996971059,823262.3500000001,,1.206212994360152,0.8363373842219503,0.619846675218577,336.4388996971059,-0.2997084102942722
13,336.4577244427538,817770.4049999998,,0.0,0.7684022110476331,0.4965390559814118,336.4577244427538,-0.2808836646464101
14.75,336.3996830920485,814279.03,,1.9899891670372343,0.6837890248195936,0.8857236814191864,336.3996830920485,-0.33892501535166275
16.4833,336.3859289739111,810728.6649999999,,0.4761132453954546,0.7487993287351636,0.9833333377801168,336.3859289739111,-0.35267913348906177
18.2333,336.3728516624167,805953.41,,0.4483649655237188,0.7370626722295979,0.5475735882770998,336.3728516624167,-0.36575644498350357
19.9667,336.3429039821557,802238.9099999999,,1.0366106009341913,0.7118767676217623,0.5813025096653561,336.3429039821557,-0.3957041252444924
21.7167,336.3397758798276,798690.77,,0.10724922267789742,0.5725361482705131,0.7948149189681928,336.3397758798276,-0.39883222757259773
23.45,336.2985107337202,793506.9450000001,,1.4284363736471903,0.4470663165076117,0.6638522395817077,336.2985107337202,-0.4400973736799756
25.1833,336.3016903633805,790615.5049999999,,0.0,0.5073922114705948,0.3892822830692424,336.3016903633805,-0.43691774401969496
26.9333,336.2948362986477,787111.855,,0.23499650512478956,0.4050562009733685,0.19948932280685483,336.2948362986477,-0.44377180875250133
28.6667,336.2726078782871,784135.735,,0.7694157272617147,0.36935090918486296,0.5426422543228426,336.2726078782871,-0.46600022911309225
30.4167,336.2643626964939,780947.11,,0.28269194719541696,0.3981008505748815,0.5028844178127123,336.2643626964939,-0.4742454109062919
32.15,336.2499516697543,777564.575,,0.4988528266172449,0.40614829103445355,0.35630238415346227,336.2499516697543,-0.4886564376458864
33.8833,336.241510953787,774398.4349999999,,0.29218424856552927,0.43980570961253906,0.3764654289603956,336.241510953787,-0.49709715361319695
35.6333,336.2305501728856,771812.445,,0.37579820233271927,0.3569385964666236,0.32320289634102295,336.2305501728856,-0.5080579345145679
37.3833,336.219573506787,769045.3150000001,,0.3763428376662756,0.3742324314974609,0.47198408733164854,336.219573506787,-0.5190346006131676
39.1333,336.2020886741306,766226.885,,0.5994799767911142,0.4365015048508845,0.4127968927114338,336.2020886741306,-0.5365194332695751
40.8833,336.1987550691837,763299.6599999999,,0.11429502675192839,0.31286526552219934,0.30957486614776997,336.1987550691837,-0.5398530382165063
42.6333,336.1869850230312,761072.35,,0.4035444395140074,0.29468485135942446,0.3253051663181883,336.1869850230312,-0.5516230843689982
44.3833,336.1745842252766,757643.48,,0.42517020872894906,0.24788177352411767,0.37355288597163394,336.1745842252766,-0.5640238821235926
46.1167,336.1703625591707,755849.2300000001,,0.14612897562746152,0.273869647724608,0.2356912931184194,336.1703625591707,-0.5682455482294699
47.8667,336.1647517809855,752428.3799999999,,0.19236953777830676,0.3266459989857293,0.03272600920422519,336.1647517809855,-0.5738563264146705
