Process Time [min],Average emission wavelength [nm],Integral,Max emission wavelength [nm],diff_AEW_raw,diff_AEW_sgol,diff_AEW_loess,AEW_adapted,dAEW_adapted
0.4,336.5891357777946,106578.3355,325.5,3.541811143470995,3.031803089654547,3.522635841330665,336.5891357777946,0.0
1.98333,336.4956715138314,103015.506,327.5,3.541811143470995,3.031803089654547,3.522635841330665,336.4956715138314,-0.09346426396319885
3.55,336.4220893189115,101483.9465,325.5,2.818035511749611,2.6620234996336967,2.7316259273756742,336.4220893189115,-0.16704645888307823
5.11667,336.3733382065722,100189.7575,325.5,1.86705990435596,2.0777694003310905,2.1483598250706875,336.3733382065722,-0.21579757122236742
6.7,336.3301150517607,99051.402,326,1.637933525349546,1.5683477391282097,1.7446861156577658,336.3301150517607,-0.2590207260338957
8.28333,336.2785782565377,97994.321,323.5,1.9529774041924606,1.3056540418333304,1.505134318720291,336.2785782565377,-0.3105575212568965
9.86667,336.2532201045852,97054.9535,324.5,0.960936448994005,1.20098955991541,1.3309494086025766,336.2532201045852,-0.3359156732093993
11.45,336.2213895227616,96186.525,323.5,1.2062140611327696,1.1328232969244014,1.129619027184547,336.2213895227616,-0.3677462550329551
13.0333,336.1908471960733,95445.1565,323,1.1574177990894468,1.1084620838431294,1.0718847981247444,336.1908471960733,-0.39828858172126047
14.6167,336.1646283798775,94754.81899999999,325,0.9935133079123876,0.9947762715939336,1.0790965180345105,336.1646283798775,-0.4245073979170684
16.1833,336.1368641788854,94016.2575,325,1.0633550743823734,0.9921186915910094,1.0128229435702154,336.1368641788854,-0.4522715989091921
17.7667,336.1118116433238,93449.93250000001,324.5,0.9493192709965562,0.9251664305423682,0.9974448523607782,336.1118116433238,-0.47732413447079125
19.35,336.0871062983019,92845.7405,325,0.9362222581411273,0.8891807200206242,0.8460792687527117,336.0871062983019,-0.5020294794927054
20.9333,336.0660249851404,92371.353,325,0.7988876332265535,0.7583675221243015,0.7677074908203316,336.0660249851404,-0.5231107926541654
22.5,336.0570657117129,91877.3555,323,0.34311380969690375,0.5815683217113936,0.7655082472129688,336.0570657117129,-0.532070066081701
24.0833,336.0225522676241,91427.3555,323,1.307905416109105,0.4753531737217249,0.7029720434303819,336.0225522676241,-0.5665835101704602
25.6667,336.0213885648617,90975.53600000001,325,0.04409635325600821,0.5544176851475173,0.3638889637169598,336.0213885648617,-0.5677472129328862
27.2333,336.001829870782,90701.8435,324,0.7490882451055403,0.7388723245064875,0.4556020197221926,336.001829870782,-0.5873059070125919
27.6333,336.351194298672,181946.3285,325.5,0.0,3.92002797985321,0.5970545719512756,336.001829870782,-0.5873059070125919
29.21663,336.2986151926598,178983.677,325,1.9924755804115668,1.2149829570711492,1.3824175603467665,335.9492507647698,-0.6398850130248093
30.7833,336.2617865681639,177850.4605,325.5,1.4104549584476844,1.3449602086705885,1.629760160720366,335.9124221402739,-0.6767136375206633
32.36663,336.2305527336227,176824.6085,324,1.1836004323005307,1.3015702430148075,1.150767898050546,335.8811883057327,-0.7079474720619032
33.94997,336.2055311374275,175774.0675,325,0.9481828108373971,1.0547824787290108,1.046033225146605,335.8561667095375,-0.7329690682570913
35.5333,336.1748410574696,174764.1595,323,1.1629949520773986,0.8586491058435144,0.9264196287812076,335.8254766295796,-0.7636591482149697
37.09997,336.1583457891816,173888.731,323.5,0.6317323350034302,0.7099623110977658,0.7962393677435351,335.8089813612916,-0.7801544165029668
38.6833,336.1399472349623,173097.5255,325.5,0.6972098382274845,0.6576254558225041,0.6857162350575763,335.79058280707227,-0.7985529707223122
40.2666,336.1229380731206,172260.9435,323,0.6445712818160707,0.5784184861789645,0.6489463869519771,335.7735736452306,-0.8155621325639686
41.85,336.1046288869251,171421.7595,324.5,0.6937925803522135,0.5528074714908271,0.6073220702343116,335.7552644590351,-0.8338713187594635
43.4333,336.091954797134,170952.2165,324,0.4802914087457482,0.5819801903421183,0.495750063168785,335.742590369244,-0.8465454085505826
45.0166,336.0811785256813,170331.909,324.5,0.40837256815632456,0.5900672300442351,0.5328457388391499,335.7318140977913,-0.857321680003281
46.5833,336.0655389096438,169777.617,324.5,0.5989512748134475,0.6385181948349394,0.6361223093690214,335.7161744817538,-0.8729612960407849
48.1666,336.0391075632276,169311.7245,323,1.0016300037714407,0.5370124877328831,0.6625793505709794,335.6897431353376,-0.8993926424569736
49.7333,336.0323414038926,168827.0845,324,0.2591239931714859,0.47092134885854114,0.5467562372158676,335.6829769760026,-0.906158801792003
51.3166,336.0189477321517,168344.018,324,0.507560351452569,0.40494485629122107,0.3658668884338425,335.66958330426166,-0.9195524735329172
52.9,336.0107567431152,167924.7065,323.5,0.31038230528419924,0.4282402541571912,0.2329382366000914,335.6613923152252,-0.9277434625693672
54.4833,335.9950532650115,167605.5415,324.5,0.5950916984923964,0.5520534055976896,0.5129697050000175,335.6456888371215,-0.9434469406730841
54.866633,336.2471659229338,251282.995,324.5,0.0,2.903977783507017,0.6065847591196523,335.6456888371215,-0.9434469406730841
56.44997,336.2015190654096,247838.515,325,1.7297716477602023,0.8669659512128949,0.9181973567757495,335.60004197959734,-0.9890937981972456
58.0333,336.1905119447924,246308.765,324.5,0.41711281731227096,0.8929034614529864,1.043941097888137,335.5890348589801,-1.0001009188144963
59.61663,336.1625173107307,245178.41,324.5,1.0608515241291223,0.842301528394886,0.6940310540163637,335.56104022491843,-1.0280955528761524
61.19997,336.1474534077485,244115.69,324.5,0.5708402357878666,0.7183804599167248,0.7259551632737171,335.5459763219362,-1.0431594558583583
62.7833,336.128443520306,243193.395,324.5,0.7203761986133359,0.6023187204434955,0.7078212178649892,335.5269664344937,-1.0621693433008659
64.36663,336.107334815945,242290.86,324.5,0.7999104808593348,0.5379134438598241,0.5550515226735513,335.50585773013273,-1.0832780476618495
65.9333,336.1031877448293,241488.04,324,0.15882366225345462,0.5604620457445679,0.521654217544608,335.501710659017,-1.0874251187775599
67.5166,336.086076677725,240720.865,323,0.648433036228309,0.47173252986752207,0.49299790431674495,335.4845995919127,-1.1045361858818978
69.1,336.0700478792992,239928.675,323.5,0.6073815242816772,0.46444898839206405,0.5287126830396005,335.4685707934869,-1.1205649843076912
70.6833,336.0594889889319,239322.28,325,0.40013479570361987,0.4410074042823395,0.47311672197766086,335.4580119031196,-1.1311238746749837
72.25,336.049252705145,238579.475,324,0.3920195488683293,0.3957235032130206,0.3675504667540679,335.44777561933273,-1.1413601584618505
73.85,336.0423237099433,237963.3245,324.5,0.25983732006551513,0.3759109893880515,0.36468680157188516,335.440846624131,-1.1482891536635975
75.4333,336.0283960886344,237440.6825,324.5,0.527794655802963,0.31248252076504496,0.36896902969324685,335.4269190028221,-1.162216774972478
77.0166,336.0219260314415,236875.5665,324,0.24518627649356806,0.2752166171115724,0.35555610018943185,335.42044894562923,-1.1686868321653492
78.6,336.0135961912242,236463.2825,323.5,0.3156438127055709,0.27386021149859824,0.24760912741714947,335.41211910541193,-1.1770166723826492
80.1833,336.0089569000558,236033.576,324.5,0.17580841919092502,0.32175986216371494,0.20569102334411582,335.4074798142435,-1.1816559635510657
81.7833,335.9919044991175,235470.3585,322.5,0.6394650351872156,0.47431023662782934,0.3612096448440525,335.3904274133052,-1.1987083644893914
82.16663299999999,336.2011699101932,299320.3,324.5,0.0,2.6871530675541697,0.4363643086987281,335.3904274133052,-1.1987083644893914
83.74996999999999,336.1737828071384,297694.67,324.5,1.037824659744469,0.7531380720870138,0.8168927173899192,335.3630403102504,-1.2260954675441553
85.3333,336.1474732906611,296777.665,324,0.9969943022872197,0.7706270594545919,0.9630948404138735,335.3367307937731,-1.2524049840214957
86.91663,336.1304486384228,295677.9349999999,324.5,0.6451460745995794,0.7399930513199823,0.7878720475726766,335.3197061415348,-1.2694296362597584
88.49996999999999,336.1112847068445,294810.82,324.5,0.7262090862975159,0.6378616844633581,0.5484392200504544,335.3005422099565,-1.2885935678380633
90.0833,336.1047456218261,293740.86,324,0.2477974276393301,0.5195140532492181,0.5089320708868854,335.2940031249381,-1.2951326528564664
91.66663,336.0886698031449,293059.545,323,0.609190200951228,0.406134843441243,0.5272033891465782,335.2779273062569,-1.3112084715376682
93.2333,336.070670947835,292156.28,323.5,0.6893163963010878,0.4258943626927019,0.48346731960600664,335.25992845094703,-1.329207326847552
94.8166,336.0649973982484,291384.955,323,0.21500219490751585,0.3808070061621114,0.3902619466909414,335.2542549013604,-1.3348808764341697
96.4166,336.0585300535933,290817.87,323.5,0.24252542456650716,0.35167044516714924,0.3012568468055292,335.2477875567053,-1.3413482210892766
98,336.046997309872,290093.305,324,0.43701188788625317,0.3438106682769027,0.3407166765311267,335.236254812984,-1.3528809648105948
99.5833,336.0367221119069,289426.5649999999,323,0.38938412044790655,0.29480400113673955,0.3626543440176846,335.2259796150189,-1.363156162775681
101.15,336.0291661244829,288911.09,323,0.28937208491673877,0.23966593153398186,0.33716579237935207,335.2184236275949,-1.3707121501996653
102.7166,336.0230891598787,288319.085,323.5,0.23274471866078741,0.4218247812644296,0.2969700285631556,335.2123466629907,-1.3767891148038984
104.3,336.0112297139632,287793.975,322.5,0.44939166030657957,0.42727737037554064,0.270086549092035,335.2004872170752,-1.388648560719389
105.88329999999999,336.0100979333413,287261.01,323.5,0.04288943176545204,0.23733518743826798,0.24411653714533088,335.1993554364533,-1.389780341341293
107.44999999999999,336.0016504925117,286917.82,323,0.3235121272574407,0.0,0.5062209430170697,335.1909079956237,-1.3982277821708635
109.0333,335.9898318500405,286555.09,324.5,0.44787377519909277,0.0,0.0,335.1790893531525,-1.4100464246420756
109.4333,336.0779014111487,343986.42,324,0.0,0.0,0.0,335.1790893531525,-1.4100464246420756
110.99996999999999,336.1385313217913,340115.335,323.5,0.0,0.0,0.0,335.2397192637951,-1.349416513999472
112.5833,336.1200460859537,338980.76,324.5,0.7004946222556956,0.009039256967675798,0.0,335.2212340279575,-1.367901749837074
114.16663,336.0998847380465,337926.285,324,0.7640105817673838,0.3154520666040357,0.8420122670668206,335.20107268005034,-1.3880630977442365
115.74996999999999,336.0890319838967,336994.535,324.5,0.41126053089633685,0.5694857260896682,0.7007389903089916,335.1902199259005,-1.3989158518940599
117.3333,336.0771734801354,336227.035,324,0.4493758254295217,0.6220818698614728,0.41397026654368574,335.17836142213923,-1.4107743556553487
118.89997,336.0682715320802,335332.505,324,0.34092494482734886,0.4482262982779425,0.39000373501718855,335.169459474084,-1.4196763037105598
