Process Time [min],Average emission wavelength [nm],Integral,Max emission wavelength [nm],diff_AEW_raw,diff_AEW_sgol,diff_AEW_loess,AEW_adapted,dAEW_adapted
0.783333,336.3628641878084,50466.315,327.5,3.056833145478082,2.565489679478128,2.896309308524648,336.3628641878084,0.0
2.35,336.2830468609163,49592.0295,326.5,3.056833145478082,2.565489679478128,2.896309308524648,336.2830468609163,-0.07981732689211185
3.93333,336.2325527286361,48926.72549999999,325.5,1.9134658831765026,2.2670721229408892,2.3347376514354004,336.2325527286361,-0.13031145917227605
5.51667,336.1718814114737,48435.3445,324,2.2991139172540245,1.816358899951135,1.9058124116503237,336.1718814114737,-0.19098277633469252
7.1,336.1407919880982,47997.98149999999,325.5,1.178127997655951,1.4481726734703044,1.6346039520103015,336.1407919880982,-0.22207219971016912
8.66667,336.0931767812496,47596.829,324.5,1.8235572334418002,1.1938470149328613,1.3742872083876967,336.0931767812496,-0.26968740655877355
10.2333,336.0698497509416,47291.672,324.5,0.8933965380975557,1.1375442811124052,1.1598626762572897,336.0698497509416,-0.29301443686676976
11.8,336.0408199494746,46997.22100000001,325.5,1.111755976268753,1.1278534274970542,1.0587853366073636,336.0408199494746,-0.32204423833377405
13.3667,336.0149003184501,46734.45849999999,323.5,0.992645599968912,1.0948113305975855,1.0702224988644136,336.0149003184501,-0.3479638693582956
14.95,335.9817138965213,46491.027,324.5,1.2576172018747034,1.0183144579267847,1.1330108034089141,335.9817138965213,-0.3811502912870992
16.5167,335.954657982297,46317.416,324,1.0361619030163989,0.8200667956415852,1.0337212476012638,335.954657982297,-0.40820620551136244
18.1,335.934549700197,46128.6655,322.5,0.7620141009288709,0.7063383937404272,0.8013618105685858,335.934549700197,-0.4283144876113738
19.6667,335.9184842649606,45925.2355,325.5,0.6152588971616114,0.6032730811612875,0.5246542162842296,335.9184842649606,-0.44437992284775873
21.25,335.910667146238,45796.3705,324.5,0.2962338933610185,0.6169366773588894,0.45064884959911566,335.910667146238,-0.4521970415704004
22.8167,335.8966180797695,45650.2945,324,0.5380379064972589,0.603414202171614,0.6290074238489392,335.8966180797695,-0.466246108038888
24.3833,335.8716018311315,45558.80100000001,322,0.9581098674069848,0.6102964449866013,0.789589952802622,335.8716018311315,-0.49126235667688434
25.9667,335.8474231293675,45376.727,321.5,0.9162069633957904,0.5535152490575158,0.7098288138068334,335.8474231293675,-0.5154410584408993
27.5333,335.844035054402,45303.638,322.5,0.12976158427695633,0.51397356994731,0.4159635036142433,335.844035054402,-0.5188291334063706
29.1167,335.8350361818334,45211.901,322,0.34099555015578614,0.43355342335805935,0.28794307124997687,335.8350361818334,-0.5278280059749818
30.7,335.8280142076449,45139.74849999999,324,0.26610146612100727,0.4138684185647289,0.43918789461218277,335.8280142076449,-0.5348499801634716
32.2667,335.8031276803067,45094.5065,323,0.953080768680534,0.4597447342234184,0.5756870834602168,335.8031276803067,-0.5597365075016683
33.85,335.7954685112758,45013.028,323,0.290248305345318,0.49718593580798726,0.5302368767731025,335.7954685112758,-0.5673956765325556
35.4333,335.7819275166092,44946.777,321,0.5131432324881465,0.4628078909614899,0.4170981376223004,335.7819275166092,-0.580936671199197
37.0167,335.7766875959048,44940.9655,323,0.19855705587009598,0.370851830692097,0.36838273044075187,335.7766875959048,-0.5861765919036088
38.5833,335.7604976454784,44929.8055,323.5,0.6200670404593724,0.32423062071926473,0.3689342667538682,335.7604976454784,-0.6023665423300031
