Process Time [min],Average emission wavelength [nm],Integral,#Empty,diff_AEW_raw,diff_AEW_sgol,diff_AEW_loess,AEW_adapted,dAEW_adapted
0.4,337.503908191583,554990.315,,2.778018715407607,2.1492462914636303,2.658605661114005,337.503908191583,0.0
1.98333,337.4305995187052,552177.55,,2.778018715407607,2.1492462914636303,2.658605661114005,337.4305995187052,-0.0733086728777721
3.55,337.3867372567049,549042.0499999999,,1.6798277365477938,1.7634943316994884,1.8490549284726994,337.3867372567049,-0.11717093487806096
5.11667,337.3581647217443,549282.01,,1.094264968141253,1.264953341214873,1.27466059846734,337.3581647217443,-0.1457434698386919
6.68333,337.328497571216,549795.1,,1.13619357850212,0.8357583646342845,0.9382078348953029,337.328497571216,-0.17541062036696076
8.26667,337.3096951663404,550084.975,,0.7125091847209288,0.6079699281265751,0.8015805037871653,337.3096951663404,-0.19421302524256134
9.85,337.2912795187687,550555.57,,0.6978575876809463,0.5897468402530371,0.6640843640005407,337.2912795187687,-0.2126286728142759
11.4333,337.2769447948763,550701.205,,0.5432220258611283,0.5563058307253949,0.5669412515350154,337.2769447948763,-0.22696339670670795
13.0167,337.2625968164446,551142.61,,0.543689974674431,0.48004662309314583,0.4964617757625147,337.2625968164446,-0.2413113751383662
14.6,337.2516106851961,551717.3250000001,,0.41632531731829353,0.42930437795655135,0.4571652381139162,337.2516106851961,-0.2522975063868671
16.1667,337.2413992757776,552125.0599999999,,0.39106693375257384,0.41104977291022643,0.4233888286041731,337.2413992757776,-0.2625089158053697
17.75,337.2277677628887,552475.46,,0.516573468916884,0.3754695871110627,0.3835193832804496,337.2277677628887,-0.2761404286943048
19.3333,337.2228810106912,552864.145,,0.1851860871904934,0.31718613464010104,0.3532028983521495,337.2228810106912,-0.28102718089178325
20.9,337.2118933976681,553422.765,,0.42079324783593336,0.26401302377107083,0.29820313785759156,337.2118933976681,-0.2920147939148592
22.5,337.2064331716554,553783.545,,0.20475847547629653,0.22945296335818982,0.26405983747299255,337.2064331716554,-0.2974750199275604
24.0667,337.2000212111989,554122.7,,0.24555921835244393,0.20837852517434838,0.1919856398619304,337.2000212111989,-0.30388698038410666
25.65,337.1966497409681,554651.54,,0.12776366692761124,0.19499714519528966,0.16682141545896378,337.1966497409681,-0.30725845061488144
27.2333,337.1936772170992,554943.59,,0.11264538125021646,0.18654477226424576,0.21693555925154584,337.1936772170992,-0.31023097448377257
28.8167,337.1820665649969,555278.125,,0.43996408117922725,0.17344544544440382,0.21508418732448398,337.1820665649969,-0.3218416265860924
30.4,337.1802048280268,555805.6900000001,,0.07055151784677359,0.20078598524065902,0.19226850523512368,337.1802048280268,-0.32370336355620566
31.9833,337.177449092202,556237.6649999999,,0.10443008241489898,0.1979156254680417,0.15183581699991677,337.177449092202,-0.3264590993809975
33.55,337.1712058102714,556624.455,,0.23909932714399168,0.2173001338796065,0.18012622953837898,337.1712058102714,-0.3327023813116057
35.1333,337.1650822995764,556770.98,,0.23205371167725486,0.20429438164574143,0.24983653399349492,337.1650822995764,-0.3388258920065823
36.7167,337.1583194114737,557199.9199999999,,0.2562670747512258,0.17896489145129202,0.22033848449053117,337.1583194114737,-0.3455887801092672
38.3,337.154195773153,557427.7050000001,,0.15626747883738837,0.1372669785197218,0.16955385493400987,337.154195773153,-0.3497124184299878
